id,x,y,betweenness,closeness,degree
0,323.51279360198805,-1594.7693493056472,0.0,0.08265139116202946,0.009900990099009901
1,397.70644958011826,-1433.133170210435,0.02190852656694238,0.09001782531194295,0.0297029702970297
2,339.3312729557888,-1412.5116981812193,0.012600956763329533,0.08859649122807017,0.0297029702970297
3,287.69854501998793,-1395.8069920843427,0.018230847087988576,0.08573853989813243,0.0297029702970297
4,234.54720743901657,-1376.0650666971246,0.03776240412538671,0.08171521035598706,0.0297029702970297
5,210.24945311628676,-1371.509237761613,0.020792079207920793,0.07634164777021919,0.0297029702970297
6,185.951698793557,-1366.9534088261012,0.0,0.07097680955727337,0.009900990099009901
7,362.1104176333479,-1363.9161895357597,0.040843058750341804,0.09591642924976258,0.039603960396039604
8,311.99629934271775,-1342.6556545033714,0.050834662958613996,0.0925756186984418,0.039603960396039604
9,264.91940034242873,-1318.3579001806415,0.057318594574804295,0.08790252393385553,0.039603960396039604
10,223.91693992282228,-1287.9857072772293,0.02319618541271198,0.0821806346623271,0.0297029702970297
11,216.3238916969692,-1304.690413374106,0.0035643564356435645,0.07651515151515151,0.019801980198019802
12,418.2989745046606,-1388.2139438584895,0.03818793641170235,0.09758454106280193,0.0297029702970297
13,245.02944241837068,-1243.9919686994047,0.029477084149095965,0.08759757155247182,0.0297029702970297
14,288.8266550421147,-1268.2488864602474,0.07140317465106877,0.09412861136999068,0.039603960396039604
15,337.34049056380036,-1290.4843944076868,0.0783883824097975,0.09950738916256158,0.039603960396039604
16,386.5281293566206,-1314.067508897395,0.0679431641969747,0.10337768679631525,0.039603960396039604
17,441.106194318517,-1342.367246285045,0.056527897199116134,0.10531803962460896,0.0297029702970297
18,267.26495036580997,-1196.825739719988,0.03300863919335177,0.09291628334866606,0.0297029702970297
19,312.40976953182303,-1219.7350509385617,0.08130951091328802,0.1002979145978153,0.039603960396039604
20,360.24980178237416,-1241.970558886001,0.1009821585178138,0.10642781875658588,0.039603960396039604
21,408.08983403292535,-1267.575083189113,0.09430588646012246,0.11086717892425905,0.039603960396039604
22,460.64648918141813,-1293.8534107633593,0.07745615407184574,0.11310190369540873,0.0297029702970297
23,291.5218681266528,-1147.6381009271677,0.033856693771918876,0.0979631425800194,0.0297029702970297
24,336.66668729266587,-1171.8950186880106,0.08623644669212074,0.10620399579390116,0.039603960396039604
25,381.1377031875444,-1194.8043299065844,0.11768559524731638,0.11310190369540873,0.039603960396039604
26,429.65153870923007,-1221.7564607519653,0.11987641489243657,0.11812865497076024,0.039603960396039604
27,482.8819971288574,-1248.0347883262118,0.10262755774025122,0.12066905615292713,0.0297029702970297
28,311.06216298955394,-1102.4932817611545,0.03232672818468779,0.10253807106598985,0.0297029702970297
29,358.90219524010513,-1126.076396250863,0.08576142674712323,0.11160220994475138,0.039603960396039604
30,404.0470144061182,-1151.0071172828402,0.1274215919241416,0.1192443919716647,0.039603960396039604
31,453.2346531989384,-1175.264035043683,0.14415028005006497,0.12484548825710753,0.039603960396039604
32,505.1175050762967,-1200.8685593467949,0.13457923452848353,0.1276864728192162,0.0297029702970297
33,333.29767093699326,-1055.3270527817378,0.028631307693453005,0.10642781875658588,0.0297029702970297
34,381.1377031875444,-1079.5839705425808,0.07968354661312807,0.11622554660529344,0.039603960396039604
35,427.63012889582654,-1103.167085032289,0.12894080423736332,0.12453760789149199,0.039603960396039604
36,475.4701611463777,-1126.7501995219973,0.16582454023987708,0.13065976714100905,0.039603960396039604
37,523.3101933969288,-1149.659510740571,0.17734986973138697,0.1337748344370861,0.0297029702970297
38,356.88078542670155,-1007.4870205311868,0.02282892938083218,0.1094257854821235,0.0297029702970297
39,401.3518013215801,-1029.722528478626,0.06798668728418913,0.11981020166073547,0.039603960396039604
40,451.21324338553484,-1053.9794462394689,0.12082965699948948,0.1286624203821656,0.039603960396039604
41,499.05327563608597,-1077.5625607291772,0.18211418211131852,0.13520749665327977,0.039603960396039604
42,548.9147177000407,-1103.8408883034235,0.23806198012746946,0.13854595336076816,0.0297029702970297
43,379.79009664527536,-960.9945948229047,0.01476181668088145,0.1113561190738699,0.0297029702970297
44,426.28252235355745,-983.230102770344,0.05082006641165224,0.12212817412333736,0.039603960396039604
45,473.4487513329741,-1006.8132172600523,0.1015139464598538,0.13133940182054615,0.039603960396039604
46,521.2887835835252,-1031.0701350208951,0.1871356611401393,0.1381668946648427,0.039603960396039604
47,567.7812092918073,-1053.9794462394689,0.33171389611828805,0.14165497896213183,0.0297029702970297
48,402.0256045927146,-909.7855462166809,0.003902125926878395,0.1120976692563818,0.019801980198019802
49,450.5394401144003,-934.7162672486583,0.028459819768477754,0.12302070645554203,0.0297029702970297
50,495.68425928041336,-957.6255784672321,0.06924076461212754,0.13237221494102228,0.0297029702970297
51,544.198094802099,-983.9039060414785,0.16702741735552615,0.1393103448275862,0.0297029702970297
52,588.6691106969776,-1006.1394139889178,0.5052826185979943,0.14285714285714285,0.0297029702970297
53,637.8567494897978,-921.2402018259677,0.5063089158539917,0.1420534458509142,0.0297029702970297
54,350.8165559864908,-781.0891214299868,0.11683168316831684,0.12052505966587113,0.0297029702970297
55,342.7309167328765,-878.1167924733581,0.0,0.10767590618336886,0.009900990099009901
56,362.9450148669122,-767.6130560072966,0.08871287128712872,0.11234705228031146,0.019801980198019802
57,358.9021952401051,-704.2755485206512,0.08732673267326733,0.10721868365180467,0.0297029702970297
58,478.83917750205023,-713.7087943165346,0.0,0.09692898272552783,0.009900990099009901
59,350.81655598649076,-623.4191559845085,0.08880288028802882,0.1042311661506708,0.039603960396039604
60,218.75111484412417,-631.5047952381227,0.0,0.09448082319925163,0.009900990099009901
61,474.7963578752431,-600.5098447659346,0.14650105374909964,0.10687830687830688,0.0297029702970297
62,519.2673737701217,-644.9808606608133,0.1408897426179865,0.11386696730552424,0.019801980198019802
63,660.7660607083716,-740.6609251619155,0.18124212698887007,0.12257281553398058,0.0297029702970297
64,563.7383896650002,-865.9883335929369,0.13788719149532072,0.12625,0.019801980198019802
65,554.3051438691169,-878.1167924733584,0.2599994027164429,0.1316818774445893,0.0297029702970297
66,597.4285532217264,-899.6784971496631,0.2748778795461964,0.13520749665327977,0.0297029702970297
67,623.0330775248383,-857.9026943393226,0.037897519595799956,0.12640801001251564,0.0297029702970297
68,662.1136672506407,-879.4643990156274,0.22932984686554267,0.13237221494102228,0.0297029702970297
69,645.942388743412,-826.9077438671345,0.04474659536514672,0.1216867469879518,0.0297029702970297
70,687.7181915537525,-852.5122681702464,0.20388305775343288,0.12720403022670027,0.0297029702970297
71,667.5040934197168,-798.6080064794846,0.05322080864824478,0.11799065420560748,0.0297029702970297
72,702.541863518712,-824.2125307825966,0.18427235224968413,0.12317073170731707,0.0297029702970297
73,691.7610111805596,-759.5274167536822,0.12130262468120734,0.11529680365296803,0.039603960396039604
74,736.2320270754383,-782.436727972256,0.20020399665761826,0.12023809523809524,0.039603960396039604
75,717.3655354836716,-721.7944335701488,0.07230367711438584,0.10631578947368421,0.0297029702970297
76,760.4889448362811,-748.7465644155299,0.11179287821783915,0.11050328227571116,0.0297029702970297
77,740.2748467022453,-692.1470896402299,0.05882830333351443,0.09844054580896686,0.0297029702970297
78,782.0506495125859,-719.0992204856109,0.0916565122533075,0.10202020202020202,0.0297029702970297
79,760.4889448362811,-658.4569260835037,0.04617306156584429,0.09173478655767484,0.0297029702970297
80,803.6123541888905,-686.7566634711536,0.0721302358691624,0.09483568075117371,0.0297029702970297
81,787.441075681662,-628.8095821535846,0.03496252855476408,0.08610400682011936,0.0297029702970297
82,825.1740588651953,-651.7188933721584,0.05380654402918601,0.08883025505716799,0.0297029702970297
83,807.6551738156977,-600.5098447659346,0.026006120956225173,0.08184764991896272,0.0297029702970297
84,848.0833700837692,-626.1143690690466,0.03685975416512155,0.08430717863105175,0.0297029702970297
85,830.5644850342716,-565.4720746669394,0.025697617506111513,0.07805255023183925,0.0297029702970297
86,873.687894386881,-591.0765989700514,0.024124827592649386,0.08028616852146264,0.0297029702970297
87,705.2370766032501,-492.7013213844109,0.025457099353660063,0.08132045088566828,0.019801980198019802
88,605.5141924753407,-485.9632886730657,0.038599013545079205,0.08647260273972603,0.019801980198019802
89,469.40593170616694,-498.0917475534871,0.06998515215894059,0.0924908424908425,0.0297029702970297
90,449.19183357213126,-503.4821737225633,0.11383003664738944,0.09931170108161258,0.0297029702970297
91,427.6301288958265,-506.17738680710136,0.02406840684068407,0.09115523465703972,0.0297029702970297
92,428.97773543809546,-554.691222328787,0.004596459645964597,0.0892226148409894,0.019801980198019802
93,341.38331019060746,-566.8196812092085,0.03597359735973598,0.09528301886792453,0.0297029702970297
94,244.35563914723605,-570.8625008360157,0.0,0.08706896551724137,0.009900990099009901
95,404.7208176772527,-340.42178210800864,0.0007920792079207921,0.08458961474036851,0.019801980198019802
96,439.7585877762479,-322.90289705851103,0.0023762376237623766,0.0851602023608769,0.019801980198019802
97,919.5065168240287,-518.3058456875228,0.0,0.0743740795287187,0.009900990099009901
98,818.4360261538501,-817.474498071251,0.05821782178217822,0.10813704496788008,0.019801980198019802
99,889.8591728941096,-832.2981700362105,0.03920792079207921,0.09805825242718447,0.019801980198019802
100,1001.7105159024404,-887.5500382692414,0.019801980198019802,0.08953900709219859,0.019801980198019802
101,1059.6575972200094,-941.4542999600033,0.0,0.08224755700325732,0.009900990099009901
